Municipio;Código Organizacion;Tipo;Hectáreas;Periodo de Siembra
LA LEONESA;9;MANDIOCA;1;
LA LEONESA;9;ZAPALLO;1;
LA LEONESA;9;MANDIOCA;1;
LA LEONESA;9;ZAPALLO;0,5;
QUITILIPI;72;ZAPALLO;1;Agosto
LA LEONESA;9;MANDIOCA;1;
LA LEONESA;9;ZAPALLO;0,5;
LA LEONESA;9;MANDIOCA;1;
LA LEONESA;9;ZAPALLO;1;
LA LEONESA;9;ZAPALLO;0,25;
LA LEONESA;9;MANDIOCA;1;
LA LEONESA;9;ZAPALLO;0,5;
QUITILIPI;72;MANDIOCA;1;
QUITILIPI;72;ZAPALLO;1;
QUITILIPI;72;MANDIOCA;1,5;
QUITILIPI;72;ZAPALLO;1;
LAS PALMAS;8;MANDIOCA;0,25;ago
LAS PALMAS;8;ZAPALLO;0,25;ago
LAS PALMAS;8;MANDIOCA;0,5;ago
LAS PALMAS;8;ZAPALLO;0,25;ago
QUITILIPI;72;MANDIOCA;1;
QUITILIPI;72;ZAPALLO;1;
LAS PALMAS;8;MANDIOCA;0,25;ago
LAS PALMAS;8;ZAPALLO;0,25;sep
LA LEONESA;9;MANDIOCA;0;
LA LEONESA;9;MANDIOCA;0,25;
LA LEONESA;9;ZAPALLO;1,25;
LA LEONESA;9;MANDIOCA;0,5;
LA LEONESA;9;ZAPALLO;0,25;
LA LEONESA;9;MANDIOCA;1;
LA LEONESA;9;ZAPALLO;0,5;
LA LEONESA;9;MANDIOCA;0,25;
LA LEONESA;9;ZAPALLO;0,25;
LA LEONESA;9;ZAPALLO;0,25;
LA LEONESA;9;MANDIOCA;0,5;
LA LEONESA;9;ZAPALLO;0,5;
LA LEONESA;9;MANDIOCA;0,5;
LA LEONESA;9;ZAPALLO;0,5;
LA LEONESA;9;MANDIOCA;0,5;
LA LEONESA;9;ZAPALLO;0,25;
QUITILIPI;72;ZAPALLO;5;septiembre
QUITILIPI;72;MANDIOCA;1,5;
QUITILIPI;72;ZAPALLO;1,2;
LA LEONESA;9;ZAPALLO;0;
LA LEONESA;9;MANDIOCA;0,25;
;24;MANDIOCA;0,5;
;24;ZAPALLO;3;
LA LEONESA;9;MANDIOCA;0,25;
LA LEONESA;9;MANDIOCA;0,25;
NULL;24;ZAPALLO;3,1;
LA LEONESA;9;MANDIOCA;1;
LA LEONESA;9;ZAPALLO;1,5;
LA LEONESA;9;MANDIOCA;0,5;
LA LEONESA;9;ZAPALLO;0,5;
NULL;76;ZAPALLO;0,25;
LA LEONESA;9;MANDIOCA;0,25;
LA LEONESA;9;MANDIOCA;0,25;
LA LEONESA;9;ZAPALLO;0,25;
LA LEONESA;9;ZAPALLO;0,25;
QUITILIPI;72;MANDIOCA;1;verano
QUITILIPI;72;ZAPALLO;1;verano
NULL;19;MANDIOCA;1;
NULL;19;ZAPALLO;1;
GENERAL VEDIA;19;MANDIOCA;2;
GENERAL VEDIA;19;ZAPALLO;2;
GENERAL VEDIA;19;MANDIOCA;1;
GENERAL VEDIA;19;ZAPALLO;0,25;
QUITILIPI;72;MANDIOCA;1;
QUITILIPI;72;ZAPALLO;1;
NULL;14;ZAPALLO;0,5;ENER
NULL;14;MANDIOCA;0,5;AGO
NULL;14;ZAPALLO;1;ENE
NULL;14;ZAPALLO;1;AGO
QUITILIPI;72;ZAPALLO;0,25;agosto
QUITILIPI;72;ZAPALLO;0,25;agosto
QUITILIPI;72;MANDIOCA;1;octubre/diciembre
QUITILIPI;72;ZAPALLO;1;octubre/diciembre
;24;MANDIOCA;0,5;JULIO
;24;ZAPALLO;0,5;DICIEMBRE
AVIA TERAI;18;ZAPALLO;1;ENERO
AVIA TERAI;18;MANDIOCA;1;
AVIA TERAI;18;ZAPALLO;1;
PRESIDENCIA ROQUE SAENZ PEÑA;18;ZAPALLO;1;
VILLA ANGELA;NULL;ZAPALLO;0;
AVIA TERAI;18;MANDIOCA;1;
AVIA TERAI;18;ZAPALLO;1;
NULL;76;ZAPALLO;0;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;1,5;
GENERAL VEDIA;19;ZAPALLO;1;
NULL;76;ZAPALLO;0;
NULL;76;ZAPALLO;0;
QUITILIPI;72;ZAPALLO;1;Septiembre
NULL;76;ZAPALLO;0,5;Tardia
QUITILIPI;72;MANDIOCA;1;
QUITILIPI;72;ZAPALLO;1;julio
QUITILIPI;72;MANDIOCA;0,25;octubre
QUITILIPI;72;ZAPALLO;0,5;julio
NULL;76;ZAPALLO;0;
QUITILIPI;72;ZAPALLO;0,5;julio
QUITILIPI;72;MANDIOCA;1,4;agosto
QUITILIPI;72;ZAPALLO;1,2;agosto
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
AVIA TERAI;100;ZAPALLO;0,5;ENERO
AVIA TERAI;100;MANDIOCA;1;SEPTIEMBRE
AVIA TERAI;100;ZAPALLO;2;SEPTIEMBRE
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
QUITILIPI;72;MANDIOCA;2;febrero/septiembre
QUITILIPI;72;ZAPALLO;2;febrero/septiembre
QUITILIPI;72;ZAPALLO;1;febrero/diciembre
QUITILIPI;72;MANDIOCA;1,4;AGOSTO
QUITILIPI;72;ZAPALLO;0,5;AGOSTO
QUITILIPI;72;ZAPALLO;2;
LAS BRENAS;44;ZAPALLO;2;
QUITILIPI;72;ZAPALLO;5;julio
NULL;76;ZAPALLO;0,25;
QUITILIPI;72;ZAPALLO;6;enero/septiembre
;24;ZAPALLO;2;AGOSTO-SEPTIEMBRE
;24;MANDIOCA;1;JULIO
;24;ZAPALLO;2;ENERO
CHARATA;44;ZAPALLO;1;
CHARATA;44;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;24;MANDIOCA;0,5;SEPTIEMBRE 
GENERAL J. DE SAN MARTIN;24;ZAPALLO;0,5;SEPTIEMBRE
GENERAL J. DE SAN MARTIN;24;ZAPALLO;1;AGOSTO
QUITILIPI;72;MANDIOCA;0,5;agosto/septiembre
QUITILIPI;72;ZAPALLO;0,5;enero/febrero
CHARATA;44;ZAPALLO;1;
QUITILIPI;72;ZAPALLO;0,25;junio
QUITILIPI;72;MANDIOCA;1;octubre
QUITILIPI;72;ZAPALLO;1;enero
AVIA TERAI;100;MANDIOCA;1;
AVIA TERAI;100;ZAPALLO;1;
QUITILIPI;72;MANDIOCA;1;septiembre/abril
QUITILIPI;72;ZAPALLO;1;febrero/julio
QUITILIPI;72;MANDIOCA;0,5;agosto
QUITILIPI;72;ZAPALLO;0,5;agosto
QUITILIPI;72;MANDIOCA;1;Primavera verano
QUITILIPI;72;ZAPALLO;1;Primavera verano
QUITILIPI;72;ZAPALLO;0;julio
QUITILIPI;72;MANDIOCA;1;septiembre
QUITILIPI;72;ZAPALLO;1;julio
QUITILIPI;72;MANDIOCA;1;septiembre
QUITILIPI;72;ZAPALLO;1;julio
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL J. DE SAN MARTIN;23;MANDIOCA;1,5;AGOSTO
GENERAL J. DE SAN MARTIN;23;ZAPALLO;1,5;AGOSTO 
GENERAL J. DE SAN MARTIN;23;MANDIOCA;0,25;
GENERAL J. DE SAN MARTIN;23;ZAPALLO;0,25;
NULL;14;MANDIOCA;1;AGO
NULL;14;ZAPALLO;1;ENE
QUITILIPI;72;MANDIOCA;0,17;julio
QUITILIPI;72;ZAPALLO;0,1;julio
GENERAL J. DE SAN MARTIN;23;ZAPALLO;3;AGOSTO 
QUITILIPI;72;MANDIOCA;0,25;Agosto/octubre
QUITILIPI;72;ZAPALLO;0,25;Agosto
GENERAL J. DE SAN MARTIN;23;MANDIOCA;1;OCTUBRE 
NULL;14;ZAPALLO;1;AGO
GENERAL VEDIA;19;MANDIOCA;1,5;
GENERAL VEDIA;19;ZAPALLO;2;
NULL;14;MANDIOCA;0,5;AGO
NULL;14;ZAPALLO;1;ENE
GENERAL J. DE SAN MARTIN;23;MANDIOCA;1;SEPT 
GENERAL J. DE SAN MARTIN;23;ZAPALLO;1;FEBRERO 
GENERAL J. DE SAN MARTIN;23;MANDIOCA;1;SEPT
GENERAL J. DE SAN MARTIN;23;ZAPALLO;1;AGOSTO 
GENERAL J. DE SAN MARTIN;23;MANDIOCA;0,5;AGOSTO 
GENERAL J. DE SAN MARTIN;23;MANDIOCA;0,25;AGOSTO
GENERAL J. DE SAN MARTIN;23;ZAPALLO;0,25;SEPT
QUITILIPI;72;MANDIOCA;0,1;julio
QUITILIPI;72;ZAPALLO;0,1;julio
QUITILIPI;72;ZAPALLO;1;febrero
QUITILIPI;72;ZAPALLO;0,3;agosto
QUITILIPI;72;MANDIOCA;2;julio/agosto
QUITILIPI;72;ZAPALLO;1;agosto/septiembre
GENERAL J. DE SAN MARTIN;23;MANDIOCA;0,5;AGOSTO 
GENERAL J. DE SAN MARTIN;23;ZAPALLO;0,5;JULIO 
QUITILIPI;72;MANDIOCA;1;agosto
QUITILIPI;72;ZAPALLO;1;diciembre
GENERAL J. DE SAN MARTIN;23;ZAPALLO;3;
GENERAL J. DE SAN MARTIN;23;MANDIOCA;0,5;
GENERAL J. DE SAN MARTIN;23;ZAPALLO;0,5;
GENERAL J. DE SAN MARTIN;24;ZAPALLO;2,5;SEPTIEMBRE
QUITILIPI;72;MANDIOCA;1,5;septiembre
GENERAL J. DE SAN MARTIN;23;MANDIOCA;1;SEPT
GENERAL J. DE SAN MARTIN;23;ZAPALLO;3;SEPT 
GENERAL J. DE SAN MARTIN;23;MANDIOCA;0,5;
GENERAL J. DE SAN MARTIN;23;ZAPALLO;0,5;
GENERAL J. DE SAN MARTIN;23;MANDIOCA;0,5;AGOSTO 
GENERAL J. DE SAN MARTIN;23;ZAPALLO;0,25;AGOSTO 
GENERAL J. DE SAN MARTIN;23;ZAPALLO;0,5;
NULL;23;ZAPALLO;5;FEBRERO 
NULL;23;MANDIOCA;0,25;SEPT
NULL;23;ZAPALLO;2;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,25;
GENERAL J. DE SAN MARTIN;23;MANDIOCA;0,5;AGOSTO 
GENERAL J. DE SAN MARTIN;23;ZAPALLO;1,5;AGOSTO 
NULL;23;MANDIOCA;0,25;SEPT
NULL;23;MANDIOCA;0,5;ANUAL 
NULL;23;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;0,25;
GENERAL VEDIA;19;ZAPALLO;0,25;
NULL;14;MANDIOCA;0,5;SEP
NULL;14;ZAPALLO;1;AGO
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
NULL;14;ZAPALLO;1;AGO
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
NULL;14;ZAPALLO;0,5;AGO
QUITILIPI;72;ZAPALLO;1;julio/octubre
QUITILIPI;72;ZAPALLO;0,5;julio/agosto
QUITILIPI;72;MANDIOCA;1;julio/agosto
QUITILIPI;72;ZAPALLO;1;julio/agosto
QUITILIPI;72;MANDIOCA;0,05;octubre/noviembre
QUITILIPI;72;ZAPALLO;0,05;octubre/noviembre
QUITILIPI;72;MANDIOCA;1;
QUITILIPI;72;ZAPALLO;1;agosto/septiembre
QUITILIPI;72;MANDIOCA;2,5;agosto/septiembre
QUITILIPI;72;ZAPALLO;2,5;agosto/septiembre
QUITILIPI;72;ZAPALLO;2;julio
GENERAL J. DE SAN MARTIN;24;ZAPALLO;0;ANUAL
GENERAL J. DE SAN MARTIN;24;ZAPALLO;1;SEPTIEMBRE
QUITILIPI;72;MANDIOCA;0,25;octubre
QUITILIPI;72;ZAPALLO;0,25;julio
QUITILIPI;72;ZAPALLO;1;
NULL;14;ZAPALLO;1;ENE
NULL;14;ZAPALLO;1;AGO
NULL;13;MANDIOCA;0;
NULL;13;ZAPALLO;0;
NULL;14;ZAPALLO;1;ENE
QUITILIPI;72;MANDIOCA;0;septiembre
QUITILIPI;72;ZAPALLO;1;septiembre/enero
NULL;14;ZAPALLO;1;ENE
NULL;14;ZAPALLO;1;AGO
VILLA RIO BERMEJITO;11;MANDIOCA;0,25;
VILLA RIO BERMEJITO;11;ZAPALLO;0,25;
NULL;14;MANDIOCA;0,5;SEP
NULL;14;ZAPALLO;0,5;SEP
NULL;14;ZAPALLO;0,5;AGO
VILLA ANGELA;33;ZAPALLO;0,5;
VILLA ANGELA;33;ZAPALLO;0;Marzo
NULL;14;MANDIOCA;1;AGO
NULL;14;ZAPALLO;1;|ENE
NULL;14;ZAPALLO;1;ENE
MACHAGAI;5;MANDIOCA;0,5;Agosto
NULL;NULL;ZAPALLO;5;
NULL;NULL;ZAPALLO;0;OCT
NULL;NULL;MANDIOCA;1,2;
NULL;NULL;ZAPALLO;1,2;
NULL;NULL;ZAPALLO;1,2;Jul
NULL;NULL;ZAPALLO;1;
EL SAUZALITO;75;ZAPALLO;0,5;julio
MACHAGAI;3;MANDIOCA;1,2;Septiembre
MACHAGAI;3;ZAPALLO;1,2;Septiembre
QUITILIPI;2;ZAPALLO;1;MAYO
MACHAGAI;3;MANDIOCA;0;
MACHAGAI;3;ZAPALLO;0;
QUITILIPI;2;MANDIOCA;0,5;NO ESPECIFICA
QUITILIPI;2;ZAPALLO;0,5;NO ESPECIFICA
MACHAGAI;3;ZAPALLO;0;
MACHAGAI;3;MANDIOCA;1,2;
MACHAGAI;3;MANDIOCA;0;AGOSTO
MACHAGAI;3;ZAPALLO;0;AGOSTO
MACHAGAI;3;MANDIOCA;0;
NULL;13;MANDIOCA;0;
NULL;13;ZAPALLO;3;Agosto
MACHAGAI;3;MANDIOCA;1;SEPTIEMBRE
MACHAGAI;3;ZAPALLO;0,5;SEPTIEMBRE
MACHAGAI;3;MANDIOCA;0;SEPTIEMBRE
MACHAGAI;3;ZAPALLO;0;SEPTIEMBRE
MACHAGAI;3;ZAPALLO;0;SEP-NOV-DIC
SAN BERNARDO;59;ZAPALLO;2;DIC
SAN BERNARDO;59;ZAPALLO;1;DIC
QUITILIPI;2;ZAPALLO;2;FEB
;59;ZAPALLO;3;
QUITILIPI;2;MANDIOCA;0,5;AGO
QUITILIPI;2;ZAPALLO;0,5;AGO
QUITILIPI;2;MANDIOCA;0,5;
SAN BERNARDO;59;ZAPALLO;1;SEPT
SAN BERNARDO;59;ZAPALLO;1,5;
QUITILIPI;2;ZAPALLO;1;JUL
SAN BERNARDO;59;ZAPALLO;2;DIC
QUITILIPI;2;MANDIOCA;1;NO ESPECIFICA
QUITILIPI;2;ZAPALLO;1;JUNIO
QUITILIPI;2;ZAPALLO;0,5;
QUITILIPI;2;MANDIOCA;0,25;
QUITILIPI;2;ZAPALLO;0,5;
MIRAFLORES;89;ZAPALLO;10;
MACHAGAI;3;ZAPALLO;6;ZAPALLO
QUITILIPI;2;MANDIOCA;0,25;AGO
QUITILIPI;2;ZAPALLO;0,25;AGO
LAS GARCITAS;3;ZAPALLO;3;AGOSTO
MACHAGAI;3;ZAPALLO;1;JULIO
LAS GARCITAS;3;MANDIOCA;1,2;AGOSTO-ENERO
LAS GARCITAS;3;ZAPALLO;1,2;AGOSTO-ENERO
MACHAGAI;3;MANDIOCA;1;
LAS GARCITAS;3;MANDIOCA;0;
LAS GARCITAS;3;ZAPALLO;0;
LAS GARCITAS;3;MANDIOCA;1;JULIO
LAS GARCITAS;3;ZAPALLO;1;JULIO
LAS GARCITAS;3;MANDIOCA;1,4;
LAS GARCITAS;3;ZAPALLO;2;
NULL;13;MANDIOCA;0,5;Agosto
NULL;13;ZAPALLO;0,5;Agosto
EL ESPINILLO;0;ZAPALLO;9;AGOSTO
NULL;NULL;ZAPALLO;1;NOVIEMBRE-FEBRERO
JUAN JOSE CASTELLI;87;ZAPALLO;7;J/A
NULL;NULL;ZAPALLO;1;
NULL;NULL;ZAPALLO;0;OCT
JUAN JOSE CASTELLI;87;ZAPALLO;3;TODO EL AÑO
NULL;NULL;ZAPALLO;1;OCT/DIC
JUAN JOSE CASTELLI;87;ZAPALLO;2;J-A
JUAN JOSE CASTELLI;87;ZAPALLO;4;PRIMICIA/TARDIO
JUAN JOSE CASTELLI;87;ZAPALLO;2;J-A
JUAN JOSE CASTELLI;87;ZAPALLO;10;J/A  
NULL;85;ZAPALLO;0,5;ABR
NULL;85;ZAPALLO;0,5;JUL
NULL;85;ZAPALLO;0,5;JUL
NULL;85;ZAPALLO;0,5;
EL SAUZALITO;75;ZAPALLO;0,5;Agosto
NULL;85;ZAPALLO;0,5;JUL
NULL;85;ZAPALLO;0,5;NOV-DIC
NULL;85;ZAPALLO;0,5;ABR
NULL;85;ZAPALLO;0,5;
NULL;13;ZAPALLO;1;Septiembre
NULL;13;ZAPALLO;0,5;Jul/Ago
JUAN JOSE CASTELLI;87;ZAPALLO;2;JUL/AGO
JUAN JOSE CASTELLI;87;ZAPALLO;3;JUL
JUAN JOSE CASTELLI;87;ZAPALLO;4;JULIO
JUAN JOSE CASTELLI;87;ZAPALLO;7;J/A
JUAN JOSE CASTELLI;87;ZAPALLO;4;JULIO
VILLA RIO BERMEJITO;58;ZAPALLO;0,5;
NULL;85;ZAPALLO;0,5;
NULL;13;ZAPALLO;0,5;Jul/Ago
NULL;85;ZAPALLO;0,5;AGO
NULL;85;ZAPALLO;0,3;ENE-DIC
NULL;13;ZAPALLO;0,5;
NULL;85;ZAPALLO;0;AGO
QUITILIPI;2;MANDIOCA;0,25;JULIO
QUITILIPI;2;ZAPALLO;0,25;JULIO
NULL;85;ZAPALLO;0,5;JUL
PRESIDENCIA ROQUE SAENZ PEÑA;35;ZAPALLO;0,25;
NULL;85;ZAPALLO;0,5;SEP
PRESIDENCIA ROQUE SAENZ PEÑA;35;MANDIOCA;0,25;
PRESIDENCIA ROQUE SAENZ PEÑA;35;ZAPALLO;1;
PRESIDENCIA ROQUE SAENZ PEÑA;35;ZAPALLO;0,25;
NULL;85;ZAPALLO;0;AGO
VILLA RIO BERMEJITO;58;ZAPALLO;1;
MIRAFLORES;89;ZAPALLO;2;
NULL;13;ZAPALLO;0,5;
PRESIDENCIA ROQUE SAENZ PEÑA;35;ZAPALLO;0,5;
NULL;85;ZAPALLO;0,25;AGO-DIC
FONTANA;53;MANDIOCA;0,75;
NULL;85;MANDIOCA;0;
NULL;85;ZAPALLO;0;
NULL;13;MANDIOCA;0,25;Jul/Ago
NULL;13;ZAPALLO;0,5;Julio
NULL;85;ZAPALLO;0,25;AGO
NULL;NULL;MANDIOCA;0,25;Julio
NULL;NULL;ZAPALLO;0,25;Agosto
PRESIDENCIA ROQUE SAENZ PEÑA;35;ZAPALLO;0,5;MANUAL
COLONIA ABORIGEN;13;ZAPALLO;0,5;Julio/Agosto
COLONIA ABORIGEN;13;ZAPALLO;1;
VILLA RIO BERMEJITO;58;ZAPALLO;0,25;
PRESIDENCIA ROQUE SAENZ PEÑA;35;MANDIOCA;0,5;
PRESIDENCIA ROQUE SAENZ PEÑA;35;ZAPALLO;0,5;
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;89;ZAPALLO;2;
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;89;ZAPALLO;1;
NULL;85;ZAPALLO;0,5;AGO
NULL;85;ZAPALLO;0,5;
NULL;85;ZAPALLO;0,5;ABR
MACHAGAI;5;MANDIOCA;0,5;
MACHAGAI;5;ZAPALLO;0,5;
MACHAGAI;5;MANDIOCA;0,5;
MACHAGAI;5;ZAPALLO;0,5;
NULL;85;ZAPALLO;0,5;FEB
NULL;85;ZAPALLO;0,5;
NULL;85;ZAPALLO;0,5;AGO
GENERAL J. DE SAN MARTIN;22;MANDIOCA;2,5;Anual
GENERAL J. DE SAN MARTIN;22;ZAPALLO;0;Anual
GENERAL J. DE SAN MARTIN;22;MANDIOCA;2;
GENERAL J. DE SAN MARTIN;22;ZAPALLO;2;
GENERAL J. DE SAN MARTIN;22;ZAPALLO;0,25;
GENERAL J. DE SAN MARTIN;22;MANDIOCA;2;Noviembre
GENERAL J. DE SAN MARTIN;22;ZAPALLO;3;Noviembre
GENERAL J. DE SAN MARTIN;22;MANDIOCA;0,25;
GENERAL J. DE SAN MARTIN;22;ZAPALLO;0,25;
GENERAL J. DE SAN MARTIN;22;MANDIOCA;0,25;
GENERAL J. DE SAN MARTIN;22;MANDIOCA;0;
GENERAL J. DE SAN MARTIN;22;ZAPALLO;0;
EL SAUZALITO;75;ZAPALLO;0,5;agosto
MACHAGAI;5;MANDIOCA;0,5;Agosto
MACHAGAI;5;ZAPALLO;0,5;Agosto
EL SAUZALITO;75;ZAPALLO;125;julio
NULL;85;ZAPALLO;0,5;AGO
NULL;85;ZAPALLO;0,5;AGO
GENERAL J. DE SAN MARTIN;22;MANDIOCA;3;
GENERAL J. DE SAN MARTIN;22;ZAPALLO;0;Septiembre
GENERAL J. DE SAN MARTIN;22;MANDIOCA;0;Anual
GENERAL J. DE SAN MARTIN;22;ZAPALLO;0;
GENERAL J. DE SAN MARTIN;22;MANDIOCA;0,25;Ago/Sep
GENERAL J. DE SAN MARTIN;22;ZAPALLO;0,25;
GENERAL J. DE SAN MARTIN;22;MANDIOCA;0,5;Agosto
GENERAL J. DE SAN MARTIN;22;ZAPALLO;0;
GENERAL J. DE SAN MARTIN;22;ZAPALLO;0,5;Agosto
EL SAUZALITO;75;ZAPALLO;125;JULIO
TACO POZO;27;ZAPALLO;0,5;
EL SAUZALITO;75;ZAPALLO;0,5;septiembre 
TACO POZO;27;ZAPALLO;0,5;
EL SAUZALITO;75;ZAPALLO;0,5;septiembre
TACO POZO;27;ZAPALLO;0,5;
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;89;ZAPALLO;2;
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;89;ZAPALLO;2;
MIRAFLORES;61;ZAPALLO;1;
NULL;85;ZAPALLO;0,5;AGO
NULL;85;ZAPALLO;0,2;MAR
MACHAGAI;5;ZAPALLO;0,5;
NULL;85;ZAPALLO;0,5;NOV
CORZUELA;43;ZAPALLO;1;SEPTIEMBRE
TACO POZO;27;ZAPALLO;0,5;
NULL;85;ZAPALLO;0;
TACO POZO;27;ZAPALLO;0,5;
NULL;85;ZAPALLO;0,2;
NULL;85;MANDIOCA;0,5;
NULL;85;ZAPALLO;0,5;
;53;MANDIOCA;0,25;fines de Agosto
;53;ZAPALLO;0,25;Fines de Agosto
NULL;85;ZAPALLO;1;NOV
TACO POZO;27;ZAPALLO;0,5;
MIRAFLORES;61;ZAPALLO;2;
TACO POZO;27;ZAPALLO;0,25;
MIRAFLORES;89;ZAPALLO;2;
TACO POZO;27;ZAPALLO;1;
NULL;85;ZAPALLO;0,5;AGO
NULL;85;ZAPALLO;1;AGO
NULL;79;ZAPALLO;0,5;
NULL;79;ZAPALLO;1;JUL
NULL;85;ZAPALLO;0,5;AGO
MIRAFLORES;89;ZAPALLO;0;
MIRAFLORES;89;ZAPALLO;2;
NULL;85;ZAPALLO;0,5;JUL
NULL;85;ZAPALLO;0,25;FEB
NULL;85;ZAPALLO;0,25;
NULL;85;ZAPALLO;1;
NULL;24;ZAPALLO;1;sep
NULL;24;MANDIOCA;1,2;sep
NULL;24;ZAPALLO;1;sep/ene
NULL;24;MANDIOCA;0,25;sep
NULL;24;ZAPALLO;0,75;sep
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;61;ZAPALLO;5;JUL.
NULL;79;ZAPALLO;0,5;JUL
MIRAFLORES;90;ZAPALLO;0;
MIRAFLORES;90;ZAPALLO;1;julio
NULL;24;MANDIOCA;0,5;anual
NULL;24;ZAPALLO;1;anual
NULL;24;MANDIOCA;0,5;oct
NULL;24;MANDIOCA;0,5;sep
NULL;24;ZAPALLO;1;sep
NULL;79;ZAPALLO;0,5;AGO
NULL;24;ZAPALLO;2;
NULL;24;ZAPALLO;5;feb
NULL;24;MANDIOCA;1,2;sep
NULL;24;ZAPALLO;1,2;sep
NULL;24;ZAPALLO;0;
NULL;24;MANDIOCA;0;
;53;MANDIOCA;0,3;agosto
;53;ZAPALLO;0,3;agosto
NULL;79;ZAPALLO;1,5;SEP
FONTANA;53;MANDIOCA;0;Fines de Agosto
FONTANA;53;ZAPALLO;0;fines de agosto
NULL;85;ZAPALLO;0,5;AGO
FONTANA;53;MANDIOCA;0,1;Fines de agosto
MIRAFLORES;89;ZAPALLO;2;
NULL;24;MANDIOCA;1;anual
NULL;24;ZAPALLO;1;Anual
FONTANA;53;MANDIOCA;0;fines de Agosto
NULL;85;MANDIOCA;0,5;
NULL;24;ZAPALLO;0;
NULL;85;ZAPALLO;0,5;
NULL;24;ZAPALLO;2;anual
NULL;85;ZAPALLO;0,5;AGO
NULL;24;ZAPALLO;2;anual
NULL;85;ZAPALLO;0,2;AGO
NULL;24;MANDIOCA;1,4;oct
NULL;24;ZAPALLO;1,4;oct
NULL;85;ZAPALLO;0,5;SEP 
NULL;30;ZAPALLO;0,5;
NULL;30;ZAPALLO;0,5;
FONTANA;53;MANDIOCA;1;fines de otoño
FONTANA;53;ZAPALLO;1;fines de otoño
NULL;30;ZAPALLO;0,5;AGOSTO
NULL;30;ZAPALLO;0;JULIO
NULL;79;ZAPALLO;1;AGO
NULL;30;ZAPALLO;1;AGOSTO
NULL;30;ZAPALLO;1,5;JULIO
NULL;30;ZAPALLO;0,5;SEPTIEMBRE
NULL;30;ZAPALLO;2;JULIO
NULL;24;MANDIOCA;1;sep
NULL;24;ZAPALLO;2;sep
MIRAFLORES;90;ZAPALLO;2;
NULL;24;ZAPALLO;3;mar
NULL;24;ZAPALLO;0,5;
GANCEDO;76;ZAPALLO;0,2;SEPTIEMBRE
NULL;24;ZAPALLO;1;
NULL;90;ZAPALLO;0,5;
MIRAFLORES;89;ZAPALLO;5;
NULL;90;ZAPALLO;2;
NULL;24;MANDIOCA;0,5;oct
NULL;24;ZAPALLO;2;oct
NULL;24;ZAPALLO;1,5;oct
NULL;24;MANDIOCA;0,5;ago
NULL;24;ZAPALLO;0,5;ago
MIRAFLORES;89;ZAPALLO;0,5;
NULL;24;MANDIOCA;2,5;sep
NULL;24;ZAPALLO;2,5;sep
MIRAFLORES;89;ZAPALLO;1;
NULL;24;MANDIOCA;1,2;sep
NULL;24;ZAPALLO;1,2;sep
MIRAFLORES;89;ZAPALLO;1;
NULL;24;MANDIOCA;1,4;sep
FONTANA;53;MANDIOCA;0;fines de agosto
FONTANA;53;ZAPALLO;0;fines de agosto
PRESIDENCIA ROQUE SAENZ PEÑA;51;MANDIOCA;0,25;
PRESIDENCIA ROQUE SAENZ PEÑA;51;ZAPALLO;0,5;
PRESIDENCIA ROQUE SAENZ PEÑA;51;MANDIOCA;2,5;
PRESIDENCIA ROQUE SAENZ PEÑA;51;ZAPALLO;2,5;
PRESIDENCIA ROQUE SAENZ PEÑA;51;MANDIOCA;1;
PRESIDENCIA ROQUE SAENZ PEÑA;51;ZAPALLO;1;
